Pearson_L3I,Pearson_L3S,Pearson_L4I,Pearson_L4S,LogPearson_L3I,LogPearson_L3S,LogPearson_L4I,LogPearson_L4S,LogNormal_L3I,LogNormal_L3S,LogNormal_L4I,LogNormal_L4S,Kappa_L3I,Kappa_L3S,Kappa_L4I,Kappa_L4S,GeneralizedPareto_L3I,GeneralizedPareto_L3S,GeneralizedPareto_L4I,GeneralizedPareto_L4S,GeneralizedLogistic_L3I,GeneralizedLogistic_L3S,GeneralizedLogistic_L4I,GeneralizedLogistic_L4S,GeneralizedGamma_L3I,GeneralizedGamma_L3S,GeneralizedGamma_L4I,GeneralizedGamma_L4S,GEV_L3I,GEV_L3S,GEV_L4I,GEV_L4S,EV1_L3I,EV1_L3S,EV1_L4I,EV1_L4S
,,,,,,,,,,,,,0.413,,0.3088075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.412,,0.30812,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.411,,0.307434167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.41,,0.30675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.409,,0.3060675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.408,,0.305386667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.407,,0.3047075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.406,,0.30403,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.405,,0.303354167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.404,,0.30268,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.403,,0.3020075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.402,,0.301336667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.401,,0.3006675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.4,,0.3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.399,,0.299334167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.398,,0.29867,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.397,,0.2980075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.396,,0.297346667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.395,,0.2966875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.394,,0.29603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.393,,0.295374167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.392,,0.29472,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.391,,0.2940675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.39,,0.293416667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.389,,0.2927675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.388,,0.29212,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.387,,0.291474167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.386,,0.29083,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.385,,0.2901875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.384,,0.289546667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.383,,0.2889075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.382,,0.28827,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.381,,0.287634167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.38,,0.287,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.379,,0.2863675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.378,,0.285736667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.377,,0.2851075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.376,,0.28448,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.375,,0.283854167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.374,,0.28323,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.373,,0.2826075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.372,,0.281986667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.371,,0.2813675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.37,,0.28075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.369,,0.280134167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.368,,0.27952,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.367,,0.2789075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.366,,0.278296667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.365,,0.2776875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.364,,0.27708,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.363,,0.276474167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.362,,0.27587,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.361,,0.2752675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.36,,0.274666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.359,,0.2740675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.358,,0.27347,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.357,,0.272874167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.356,,0.27228,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.355,,0.2716875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.354,,0.271096667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.353,,0.2705075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.352,,0.26992,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.351,,0.269334167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.35,,0.26875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.349,,0.2681675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.348,,0.267586667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.347,,0.2670075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.346,,0.26643,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.345,,0.265854167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.344,,0.26528,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.343,,0.2647075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.342,,0.264136667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.341,,0.2635675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.34,,0.263,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.339,,0.262434167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.338,,0.26187,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.337,,0.2613075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.336,,0.260746667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.335,,0.2601875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.334,,0.25963,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.333,,0.259074167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.332,,0.25852,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.331,,0.2579675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.33,,0.257416667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.329,,0.2568675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.328,,0.25632,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.327,,0.255774167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.326,,0.25523,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.325,,0.2546875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.324,,0.254146667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.323,,0.2536075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.322,,0.25307,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.321,,0.252534167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.32,,0.252,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.319,,0.2514675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.318,,0.250936667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.317,,0.2504075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.316,,0.24988,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.315,,0.249354167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.314,,0.24883,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.313,,0.2483075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.312,,0.247786667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.311,,0.2472675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.31,,0.24675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.309,,0.246234167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.308,,0.24572,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.307,,0.2452075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.306,,0.244696667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.305,,0.2441875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.304,,0.24368,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.303,,0.243174167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.302,,0.24267,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.301,,0.2421675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.3,,0.241666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.299,,0.2411675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.298,,0.24067,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.297,,0.240174167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.296,,0.23968,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.295,,0.2391875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.294,,0.238696667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.293,,0.2382075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.292,,0.23772,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.291,,0.237234167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.29,,0.23675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.289,,0.2362675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.288,,0.235786667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.287,,0.2353075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.286,,0.23483,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.285,,0.234354167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.284,,0.23388,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.283,,0.2334075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.282,,0.232936667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.281,,0.2324675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.28,,0.232,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.279,,0.231534167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.278,,0.23107,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.277,,0.2306075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.276,,0.230146667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.275,,0.2296875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.274,,0.22923,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.273,,0.228774167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.272,,0.22832,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.271,,0.2278675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.27,,0.227416667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.269,,0.2269675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.268,,0.22652,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.267,,0.226074167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.266,,0.22563,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.265,,0.2251875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.264,,0.224746667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.263,,0.2243075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.262,,0.22387,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.261,,0.223434167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.26,,0.223,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.259,,0.2225675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.258,,0.222136667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.257,,0.2217075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.256,,0.22128,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.255,,0.220854167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.254,,0.22043,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.253,,0.2200075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.252,,0.219586667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.251,,0.2191675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.25,,0.21875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.249,,0.218334167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.248,,0.21792,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.247,,0.2175075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.246,,0.217096667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.245,,0.2166875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.244,,0.21628,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.243,,0.215874167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.242,,0.21547,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.241,,0.2150675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.24,,0.214666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.239,,0.2142675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.238,,0.21387,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.237,,0.213474167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.236,,0.21308,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.235,,0.2126875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.234,,0.212296667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.233,,0.2119075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.232,,0.21152,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.231,,0.211134167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.23,,0.21075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.229,,0.2103675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.228,,0.209986667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.227,,0.2096075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.226,,0.20923,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.225,,0.208854167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.224,,0.20848,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.223,,0.2081075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.222,,0.207736667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.221,,0.2073675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.22,,0.207,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.219,,0.206634167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.218,,0.20627,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.217,,0.2059075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.216,,0.205546667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.215,,0.2051875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.214,,0.20483,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.213,,0.204474167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.212,,0.20412,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.211,,0.2037675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.21,,0.203416667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.209,,0.2030675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.208,,0.20272,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.207,,0.202374167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.206,,0.20203,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.205,,0.2016875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.204,,0.201346667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.203,,0.2010075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.202,,0.20067,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.201,,0.200334167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.199,,0.1996675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.198,,0.199336667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.197,,0.1990075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.196,,0.19868,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.195,,0.198354167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.194,,0.19803,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.193,,0.1977075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.192,,0.197386667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.191,,0.1970675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.19,,0.19675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.189,,0.196434167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.188,,0.19612,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.187,,0.1958075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.186,,0.195496667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.185,,0.1951875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.184,,0.19488,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.183,,0.194574167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.182,,0.19427,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.181,,0.1939675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.18,,0.193666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.179,,0.1933675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.178,,0.19307,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.177,,0.192774167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.176,,0.19248,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.175,,0.1921875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.174,,0.191896667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.173,,0.1916075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.172,,0.19132,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.171,,0.191034167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.17,,0.19075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.169,,0.1904675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.168,,0.190186667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.167,,0.1899075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.166,,0.18963,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.165,,0.189354167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.164,,0.18908,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.163,,0.1888075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.162,,0.188536667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.161,,0.1882675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.16,,0.188,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.159,,0.187734167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.158,,0.18747,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.157,,0.1872075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.156,,0.186946667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.155,,0.1866875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.154,,0.18643,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.153,,0.186174167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.152,,0.18592,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.151,,0.1856675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.15,,0.185416667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.149,,0.1851675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.148,,0.18492,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.147,,0.184674167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.146,,0.18443,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.145,,0.1841875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.144,,0.183946667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.143,,0.1837075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.142,,0.18347,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.141,,0.183234167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.14,,0.183,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.139,,0.1827675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.138,,0.182536667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.137,,0.1823075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.136,,0.18208,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.135,,0.181854167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.134,,0.18163,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.133,,0.1814075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.132,,0.181186667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.131,,0.1809675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.13,,0.18075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.129,,0.180534167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.128,,0.18032,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.127,,0.1801075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.126,,0.179896667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.125,,0.1796875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.124,,0.17948,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.123,,0.179274167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.122,,0.17907,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.121,,0.1788675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.12,,0.178666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.119,,0.1784675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.118,,0.17827,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.117,,0.178074167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.116,,0.17788,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.115,,0.1776875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.114,,0.177496667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.113,,0.1773075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.112,,0.17712,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.111,,0.176934167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.11,,0.17675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.109,,0.1765675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.108,,0.176386667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.107,,0.1762075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.106,,0.17603,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.105,,0.175854167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.104,,0.17568,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.103,,0.1755075,,,,,,,,,,,,,,,,,,,,
